area,fips,date,labor_force,employment,unemployment,unemployment_rate,food_insufficiency_n,food_insufficiency_pct
Louisiana,22,2012-12-01,2078718,1946632,132086,6.3542048512592855,265351.8846,5.879700552467563
Maine,23,2012-12-01,700681,650583,50098,7.1499013102966975,96475.5736,7.352304774691675
Maryland,24,2012-12-01,3122592,2913418,209174,6.698729773214048,286754.6979,4.981147370725815
Massachusetts,25,2012-12-01,3493490,3264498,228992,6.554820537628561,215765.4105,3.2910685493232053
Michigan,26,2012-12-01,4677452,4271748,405704,8.673611188313638,425843.8031,4.383933564935505
Minnesota,27,2012-12-01,2945378,2789890,155488,5.279050770393478,204894.666,3.8487119914588668
Mississippi,28,2012-12-01,1299942,1184105,115837,8.910936026376561,208720.9309,7.13849693384312
Missouri,29,2012-12-01,3012225,2813392,198833,6.600868129040825,235327.0989,3.979667408810738
Montana,30,2012-12-01,503494,474316,29178,5.795103814543967,40224.4482,4.062023190482134
Nebraska,31,2012-12-01,1015292,976150,39142,3.8552455845214975,112162.0992,6.135849881035059
Nevada,32,2012-12-01,1375637,1233000,142637,10.368796419404246,155592.07,5.792737403104446
New Hampshire,33,2012-12-01,739568,700092,39476,5.337710663522489,27759.5684,2.1373451310873044
New Jersey,34,2012-12-01,4582310,4176309,406001,8.860181873334628,302373.6375,3.4605060669526186
New Mexico,35,2012-12-01,934536,871330,63206,6.76335636080365,156421.14760000003,7.577563675497383
New York,36,2012-12-01,9607545,8827014,780531,8.124146178862551,967363.2738000001,5.03179391028718
North Carolina,37,2012-12-01,4683039,4261720,421319,8.996700646738155,592819.2611,6.215492555880482
North Dakota,38,2012-12-01,397448,385193,12255,3.0834222338519757,15205.902,2.22826340213996
Ohio,39,2012-12-01,5686606,5271711,414895,7.296003978471517,894720.1698,7.880504528270206
Oklahoma,40,2012-12-01,1810316,1716186,94130,5.199644702913745,247979.6089,6.606723705604415
Oregon,41,2012-12-01,1911498,1748763,162735,8.513480003641124,175840.7674,4.5643996854829085
Pennsylvania,42,2012-12-01,6456516,5968884,487632,7.552556208332791,505960.1738,4.015528912998286
Rhode Island,44,2012-12-01,558640,507398,51242,9.172633538593727,59074.8834,5.818019915383745
South Carolina,45,2012-12-01,2175560,1988777,186783,8.585513614885363,311993.2096,6.761346968688344
South Dakota,46,2012-12-01,440083,422213,17870,4.0605976599868665,44631.807100000005,5.469866658363232
Tennessee,47,2012-12-01,3098401,2860870,237531,7.6662446210158075,381608.1891,6.007275509791732
Texas,48,2012-12-01,12759851,11968650,791201,6.200707202615454,1594716.8648,6.2022419353409015
Utah,49,2012-12-01,1386784,1320522,66262,4.778105314165725,112553.4614,4.023648037370129
Vermont,50,2012-12-01,351835,336498,15337,4.359145622237697,36708.0936,5.926637061240753
Virginia,51,2012-12-01,4208777,3971067,237710,5.647959015172341,385827.41000000003,4.872877919799475
Washington,53,2012-12-01,3451211,3190321,260890,7.559375535138246,268545.6871,3.994266188315665
West Virginia,54,2012-12-01,799724,741662,58062,7.260254787901826,93886.62419999999,5.139114289127688
Wisconsin,55,2012-12-01,3066357,2862578,203779,6.645638456318035,288540.33259999997,5.1256056262780625
Wyoming,56,2012-12-01,305084,289131,15953,5.2290516710151955,23975.793299999998,4.261030081179445
United States,00,2013-12-01,154533783,144541051,9992732,6.46637376372259,16283711.350200001,5.240958612846334
Alabama,01,2013-12-01,2159172,2012465,146707,6.794595335619395,212115.2383,4.444453579912032
Alaska,02,2013-12-01,361204,335874,25330,7.0126576671354695,35546.7999,5.014681185704269
Arizona,04,2013-12-01,3038189,2825602,212587,6.997161796056796,442043.8564,6.777312156169869
Arkansas,05,2013-12-01,1302081,1214634,87447,6.71594163496741,245301.3401,8.49093524804585
California,06,2013-12-01,18536425,17054909,1481516,7.992458092647315,2057522.2266,5.438015382408889
Colorado,08,2013-12-01,2758016,2595920,162096,5.877268297210748,221141.141,4.278632888243295
Connecticut,09,2013-12-01,1854961,1729754,125207,6.749845414539712,131460.976,3.716178430570465
Delaware,10,2013-12-01,445221,419831,25390,5.7027858074978495,33394.1678,3.683186315869663
Florida,12,2013-12-01,9422332,8828907,593425,6.298069310230206,1286455.5676,6.69201662968716
Georgia,13,2013-12-01,4735768,4386195,349573,7.381548251519078,580841.6638,5.930901009110119
Hawaii,15,2013-12-01,659429,630572,28857,4.376058681071048,44868.6216,3.3433275836692173
Idaho,16,2013-12-01,768654,727532,41122,5.349871333525877,71145.6463,4.484956237238211
Illinois,17,2013-12-01,6493384,5961011,532373,8.1986988602553,453858.7511,3.5726719342806046
Indiana,18,2013-12-01,3176941,2975651,201290,6.335969097317199,261546.0223,4.049197615611413
Iowa,19,2013-12-01,1679311,1605447,73864,4.398470563225037,141531.4366,4.668820134031675
Kansas,20,2013-12-01,1480259,1415998,64261,4.341199749503296,137770.6213,4.840287513854578
Kentucky,21,2013-12-01,2024625,1879749,144876,7.155695499166512,202402.35249999998,4.728993118142052
Louisiana,22,2013-12-01,2085902,1980490,105412,5.053545180933716,251408.7824,5.548705619924302
Maine,23,2013-12-01,698144,655862,42282,6.056343676949168,56974.9604,4.35739222389444
Maryland,24,2013-12-01,3103776,2923530,180246,5.8073134143701095,350315.3102,6.017741068452768
Massachusetts,25,2013-12-01,3502345,3295464,206881,5.906928072477155,236222.84399999998,3.582561704606425
Michigan,26,2013-12-01,4689622,4335644,353978,7.548113685921808,534620.3895,5.487363957265936
Minnesota,27,2013-12-01,2951613,2817998,133615,4.526846846114311,213831.4608,3.9987224658389025
Mississippi,28,2013-12-01,1252203,1155571,96632,7.716959630347476,335870.0862,11.489900411055979
Missouri,29,2013-12-01,3003180,2818889,184291,6.1365286130035495,327041.4429,5.519289140294256
Montana,30,2013-12-01,507389,480290,27099,5.34087258493976,74223.1884,7.444053171325816
Nebraska,31,2013-12-01,1010524,976242,34282,3.392497357806445,81940.7137,4.467035535511397
Nevada,32,2013-12-01,1377431,1259188,118243,8.584313842217869,168889.8236,6.131494322779689
New Hampshire,33,2013-12-01,737364,703893,33471,4.539277751558253,35945.6799,2.7610999163034693
New Jersey,34,2013-12-01,4479075,4179118,299957,6.696851470448697,250106.8768,2.8434191964282536
New Mexico,35,2013-12-01,928952,868350,60602,6.5236955192518025,15954.9236,0.7838457768814394
New York,36,2013-12-01,9540803,8900624,640179,6.709906912447516,1140252.8412000001,5.881731929171978
North Carolina,37,2013-12-01,4640406,4333749,306657,6.6084088331926125,466441.48490000004,4.857208556191073
North Dakota,38,2013-12-01,403146,392019,11127,2.7600422675655967,13603.617199999999,1.9311199450675343
Ohio,39,2013-12-01,5663256,5299196,364060,6.428457410366051,586984.0008,5.188960642377596
Oklahoma,40,2013-12-01,1790406,1702967,87439,4.883752623706578,232875.9766,6.211374494635569
Oregon,41,2013-12-01,1897562,1763356,134206,7.072548881143278,291935.59829999995,7.494409867381325
Pennsylvania,42,2013-12-01,6346918,5956663,390255,6.148732345368256,490268.1199,3.8956945559104885
Rhode Island,44,2013-12-01,557443,508976,48467,8.6945212335611,40935.1318,3.9748299033119654
South Carolina,45,2013-12-01,2167974,2031186,136788,6.30948526135461,142020.5382,3.0370947657173124
South Dakota,46,2013-12-01,440833,424985,15848,3.5950121701415276,46023.9896,5.5516838939455155
Tennessee,47,2013-12-01,3009447,2806290,203157,6.7506422276252085,394840.2513,6.178146614080209
Texas,48,2013-12-01,12903075,12211452,691623,5.36014089664673,1779826.3813,6.8292866077469485
Utah,49,2013-12-01,1415866,1362099,53767,3.7974638842941353,86158.1382,2.996992025556211
Vermont,50,2013-12-01,347993,334546,13447,3.8641581870899704,25267.793899999997,4.10489335800035
Virginia,51,2013-12-01,4207411,3991608,215803,5.129116218976468,356220.36059999996,4.448278709847535
Washington,53,2013-12-01,3449484,3219664,229820,6.662445745508603,242458.28470000002,3.5942569786566194
West Virginia,54,2013-12-01,786714,736115,50599,6.431689279712831,75560.7014,4.139975769417946
Wisconsin,55,2013-12-01,3064061,2880277,183784,5.998052910826514,307186.9253,5.412955967755989
Wyoming,56,2013-12-01,304836,290760,14076,4.617564854544739,28285.9508,4.9334147859914275
United States,00,2014-12-01,155592243,147257149,8335094,5.357011274655896,16923850.435900003,5.407367665891875
Alabama,01,2014-12-01,2143851,2019932,123919,5.780205807213282,369215.9518,7.731964361271837
Alaska,02,2014-12-01,359719,336086,23633,6.569850355416311,37718.3781,5.330443498025085
Arizona,04,2014-12-01,3130305,2939534,190771,6.094326271721126,415523.17,6.3247712851189135
Arkansas,05,2014-12-01,1315775,1243321,72454,5.506564572210294,126785.4847,4.333721212198661
California,06,2014-12-01,18719647,17482044,1237603,6.611251804053784,1829202.5722,4.802619490096295
Colorado,08,2014-12-01,2803330,2688137,115193,4.109148762364759,223499.37200000003,4.263993380885918
Connecticut,09,2014-12-01,1886546,1781513,105033,5.567476223744346,228713.2588,6.442705651564096
Delaware,10,2014-12-01,458510,437288,21222,4.628470480469346,35102.7374,3.837214111980873
Florida,12,2014-12-01,9515375,8985368,530007,5.570006436950725,998289.7374999999,5.118447713355486
Georgia,13,2014-12-01,4737973,4445180,292793,6.17971018408083,621276.8778,6.326687357811698
Hawaii,15,2014-12-01,668212,643432,24780,3.7084039197141028,61975.1385,4.551503602235796
Idaho,16,2014-12-01,782199,746955,35244,4.5057587647133275,73507.60699999999,4.5642015055409235
Illinois,17,2014-12-01,6443828,6067278,376550,5.843576209669159,720155.1033000001,5.676956323148528
Indiana,18,2014-12-01,3223731,3049537,174194,5.403490551786113,439421.7856,6.7340299245980315
Iowa,19,2014-12-01,1699944,1630226,69718,4.101193921682126,96322.5217,3.153185225690334
Kansas,20,2014-12-01,1486707,1429937,56770,3.8185062692245344,166063.4764,5.837340929088479
Kentucky,21,2014-12-01,1974787,1875193,99594,5.043278085180832,304216.19330000004,7.040237619356475
Louisiana,22,2014-12-01,2172653,2036063,136590,6.286783945710613,469552.9326,10.3102188109185
Maine,23,2014-12-01,684534,650887,33647,4.915314652011442,65376.183600000004,4.986371936959199
Maryland,24,2014-12-01,3116064,2954641,161423,5.1803493124659825,405449.7226,6.931944346460364
Massachusetts,25,2014-12-01,3585648,3411536,174112,4.855802912053832,363731.9517,5.4428282215862085
Michigan,26,2014-12-01,4726552,4460766,265786,5.623253483723442,528286.4088999999,5.421253967719161
Minnesota,27,2014-12-01,2974657,2860995,113662,3.8210119687748874,162055.4357,2.992177953380228
Mississippi,28,2014-12-01,1251453,1167779,83674,6.686148021539762,195967.3947,6.7056612167506175
Missouri,29,2014-12-01,3039077,2885324,153753,5.059200540164004,401846.3153,6.766371083969554
Montana,30,2014-12-01,507359,484727,22632,4.460746729633258,41072.1753,4.0600879852245715
Nebraska,31,2014-12-01,1002250,973736,28514,2.844998752806186,91248.8839,4.912468706519314
Nevada,32,2014-12-01,1392537,1293281,99256,7.127710071617487,142961.89820000003,5.1452111150764335
New Hampshire,33,2014-12-01,741112,714321,26791,3.6149731754444674,66459.3591,5.081515980507702
New Jersey,34,2014-12-01,4483285,4214077,269208,6.004704139933107,614250.0896,6.935127805866292
New Mexico,35,2014-12-01,939398,883518,55880,5.948490416202717,115253.70289999999,5.646291058216249
New York,36,2014-12-01,9453294,8932866,520428,5.5052556283555765,1216894.4752,6.242926256194703
North Carolina,37,2014-12-01,4680782,4426807,253975,5.4259096022844044,685265.816,7.049560989816037
North Dakota,38,2014-12-01,411710,400981,10729,2.6059605061815354,25967.049899999998,3.524235164749623
Ohio,39,2014-12-01,5680534,5399531,281003,4.946770849360289,690471.0560999999,6.06726841896288
Oklahoma,40,2014-12-01,1810459,1740173,70286,3.8822199232349366,138749.20489999998,3.6535660812995876
Oregon,41,2014-12-01,1937490,1825557,111933,5.777216914667947,222322.0258,5.674472476781976
Pennsylvania,42,2014-12-01,6357083,6045055,312028,4.908351833694794,480855.4952,3.8215718303487414
Rhode Island,44,2014-12-01,556245,521227,35018,6.295427374628087,19134.718800000002,1.8420039591778392
South Carolina,45,2014-12-01,2234561,2091218,143343,6.414817049075859,350620.6571,7.407776547368371
South Dakota,46,2014-12-01,445729,430272,15457,3.467802184735568,48811.7485,5.799500938539087
Tennessee,47,2014-12-01,3020245,2841693,178552,5.9118382780204914,299142.1477,4.648484500682842
Texas,48,2014-12-01,13026898,12483938,542960,4.167991489608655,1158875.7053,4.415514201000585
Utah,49,2014-12-01,1436114,1388905,47209,3.2872738515187514,117231.296,4.003014968430296
Vermont,50,2014-12-01,344515,332535,11980,3.477352219787237,16195.5102,2.6214107086063847
Virginia,51,2014-12-01,4191822,3998687,193135,4.607423693086204,312157.9597,3.85289456812861
Washington,53,2014-12-01,3512323,3304765,207558,5.909422339574122,283303.2755,4.110043077547185
West Virginia,54,2014-12-01,770797,723681,47116,6.112634065778668,110804.0725,6.116546309586355
Wisconsin,55,2014-12-01,3068243,2929406,138837,4.524967546573071,285371.0235,5.0120746571547325
Wyoming,56,2014-12-01,303292,291722,11570,3.8148055339408886,15408.007099999999,2.655289365653641
United States,00,2015-12-01,156896222,149369899,7526323,4.79700715801812,14982636.3457,4.741616819320578
Alabama,01,2015-12-01,2164327,2038411,125916,5.817790010474388,271679.89410000003,5.709815801965662
Alaska,02,2015-12-01,358187,333918,24269,6.775511115702133,20779.5795,2.970122449573546
Arizona,04,2015-12-01,3182097,3010313,171784,5.39845265559158,310735.6207,4.650181597573182
Arkansas,05,2015-12-01,1328127,1272147,55980,4.214958358650942,178599.92119999998,6.119086270097058
California,06,2015-12-01,18843930,17789541,1054389,5.595377397390035,1957007.864,5.067202588077338
Colorado,08,2015-12-01,2835677,2740016,95661,3.3734801248520196,209472.34379999997,3.907230040828714
Connecticut,09,2015-12-01,1867163,1772957,94206,5.045408461928605,152632.5134,4.317739286946999
Delaware,10,2015-12-01,471141,451477,19664,4.1736974706085865,23900.3562,2.5662216630859063
Florida,12,2015-12-01,9617369,9144625,472744,4.915523153993571,902158.837,4.524609835355451
Georgia,13,2015-12-01,4810139,4548477,261662,5.439801219881588,570493.7785,5.71735946298893
Hawaii,15,2015-12-01,678151,659170,18981,2.798934160681028,34683.526699999995,2.542124494801832
Idaho,16,2015-12-01,800373,767968,32405,4.0487372762449505,59791.8725,3.6667579756885904
Illinois,17,2015-12-01,6521546,6133103,388443,5.95630238596799,621789.553,4.908392571012068
Indiana,18,2015-12-01,3287081,3139140,147941,4.500680086678728,312578.7724,4.78626344420054
Iowa,19,2015-12-01,1691813,1628110,63703,3.7653688675994332,94118.29449999999,3.0861005113886337
Kansas,20,2015-12-01,1486195,1432818,53377,3.5915206281813625,37356.8686,1.3077008602579747
Kentucky,21,2015-12-01,1988186,1888573,99613,5.010245520288343,134155.2347,3.0863902909771586
Louisiana,22,2015-12-01,2122682,2006351,116331,5.48037812540927,292892.908,6.419793708078485
Maine,23,2015-12-01,676058,650256,25802,3.816536451014558,61983.357,4.726363009662421
Maryland,24,2015-12-01,3135323,2997304,138019,4.402066389970028,243919.2407,4.144122698485175
Massachusetts,25,2015-12-01,3568343,3422497,145846,4.087219193894757,266802.3738,3.9660070080241896
Michigan,26,2015-12-01,4772433,4553021,219412,4.597487277453659,459249.0381,4.683013551930377
Minnesota,27,2015-12-01,3009560,2896765,112795,3.7478900570183016,156125.5292,2.8908878141411645
Mississippi,28,2015-12-01,1278623,1200678,77945,6.09601109944057,187057.02959999998,6.4109696492715065
Missouri,29,2015-12-01,3057797,2933892,123905,4.052100253875584,361158.8715,6.0565280065583105
Montana,30,2015-12-01,517293,494638,22655,4.3795295896136235,42965.81,4.220474534122121
Nebraska,31,2015-12-01,1004415,975950,28465,2.8339879432306367,98761.06390000001,5.291969397065053
Nevada,32,2015-12-01,1411960,1326043,85917,6.084945749171364,118800.6065,4.16151370140609
New Hampshire,33,2015-12-01,743839,723881,19958,2.6831075004133957,23669.8771,1.8020467921229637
New Jersey,34,2015-12-01,4463763,4258454,205309,4.599460141589058,407488.7536,4.590136333512174
New Mexico,35,2015-12-01,939375,881152,58223,6.198057218895542,134602.7496,6.6150687822282945
New York,36,2015-12-01,9528453,9075496,452957,4.753730747268208,982593.0368,5.01880769616465
North Carolina,37,2015-12-01,4774794,4527888,246906,5.171029367968544,554049.0744,5.636176495454244
North Dakota,38,2015-12-01,406884,394960,11924,2.93056497675013,19328.5485,2.5924537519992135
Ohio,39,2015-12-01,5696517,5425001,271516,4.766351087866498,803386.9724,7.0128463538793415
Oklahoma,40,2015-12-01,1831101,1751656,79445,4.338646530147709,177846.687,4.657927159433173
Oregon,41,2015-12-01,1999913,1902080,97833,4.891862796031627,223297.3414,5.663511096182028
Pennsylvania,42,2015-12-01,6394208,6091224,302984,4.738413264003923,558440.1377999999,4.431261767478484
Rhode Island,44,2015-12-01,554527,525946,28581,5.154122342104172,46032.076100000006,4.410292561040845
South Carolina,45,2015-12-01,2272151,2146951,125200,5.510197165593308,230704.8252,4.809754464990538
South Dakota,46,2015-12-01,448614,434976,13638,3.0400299589402024,27863.340500000002,3.299052499274686
Tennessee,47,2015-12-01,3061706,2917193,144513,4.720015573017135,333077.874,5.122380078235406
Texas,48,2015-12-01,13159881,12605220,554661,4.214787352560407,1146215.5818,4.265245549332738
Utah,49,2015-12-01,1474769,1425820,48949,3.3190960753853656,93643.22409999999,3.1655735245400902
Vermont,50,2015-12-01,342122,331627,10495,3.0676191534014183,21391.682099999998,3.4841996576489396
Virginia,51,2015-12-01,4180922,4020013,160909,3.848648695192113,240572.4609,2.943923542264721
Washington,53,2015-12-01,3577297,3373241,204056,5.704195094788048,296876.6334,4.213530692109418
West Virginia,54,2015-12-01,773294,726800,46494,6.01246097861874,105849.3395,5.8214982655667145
Wisconsin,55,2015-12-01,3093567,2968048,125519,4.057419800508604,316317.3668,5.5560550808537545
Wyoming,56,2015-12-01,301172,286700,14472,4.805227577596855,16874.2222,2.9465367044099326
United States,00,2016-12-01,158340686,151198393,7142293,4.510712426747981,13717831.1031,4.301266928114358
Alabama,01,2016-12-01,2181981,2063133,118848,5.446793533032597,269660.1714,5.615641023127568
Alaska,02,2016-12-01,357338,332073,25265,7.0703367679899705,23965.8905,3.39539482849967
Arizona,04,2016-12-01,3260427,3103383,157044,4.816669718414183,386067.3992,5.650302933242131
Arkansas,05,2016-12-01,1328920,1280847,48073,3.617448755380309,132470.7268,4.499783890071258
California,06,2016-12-01,18998495,18027939,970556,5.1085941281138325,1465403.3413,3.7633539548693897
Colorado,08,2016-12-01,2911048,2831617,79431,2.7286049560158405,53822.63619999999,0.9852009630868108
Connecticut,09,2016-12-01,1885241,1804144,81097,4.301678140884905,208149.2556,5.873703668251869
Delaware,10,2016-12-01,472264,452995,19269,4.080133145867566,62643.4967,6.660660251105248
Florida,12,2016-12-01,9870243,9426748,443495,4.493253104305538,895799.0234,4.394369998724865
Georgia,13,2016-12-01,4968522,4714108,254414,5.120516725094505,369287.39310000004,3.6372931594291606
Hawaii,15,2016-12-01,686487,669681,16806,2.4481162789681377,41587.918099999995,3.012784392737811
Idaho,16,2016-12-01,818179,789130,29049,3.5504455626458267,50054.337,3.022280281794142
Illinois,17,2016-12-01,6452515,6110146,342369,5.305977591683243,604799.0178,4.775832968698841
Indiana,18,2016-12-01,3288631,3161080,127551,3.878543989885153,265208.7899,4.043698622480474
Iowa,19,2016-12-01,1666730,1607842,58888,3.5331457404618622,153337.8519,4.962748145208147
Kansas,20,2016-12-01,1473968,1421219,52749,3.5787072717996593,149837.35940000002,5.234631741501079
Kentucky,21,2016-12-01,2029700,1931987,97713,4.814159728038627,205362.6674,4.7341262779817495
Louisiana,22,2016-12-01,2082263,1971710,110553,5.309271691424186,280644.1365,6.116451222292929
Maine,23,2016-12-01,690959,667205,23754,3.437830609341509,76731.8408,5.8395182878555065
Maryland,24,2016-12-01,3172253,3041893,130360,4.109382196186748,247502.2245,4.161760498679762
Massachusetts,25,2016-12-01,3628744,3505340,123404,3.4007359020090697,202585.4676,2.9876597158814753
Michigan,26,2016-12-01,4839546,4614679,224867,4.646448241219321,347709.6303,3.5571520714894964
Minnesota,27,2016-12-01,3039051,2916680,122371,4.026618835945826,78235.5903,1.4331559518296044
Mississippi,28,2016-12-01,1277784,1211110,66674,5.217939808293107,136046.6385,4.670262046551545
Missouri,29,2016-12-01,3040004,2921424,118580,3.900652762298997,339532.6788,5.66217689779366
Montana,30,2016-12-01,519305,496968,22337,4.301325810458208,34568.909400000004,3.3830632254152992
Nebraska,31,2016-12-01,1002239,973205,29034,2.896913809979456,101407.41249999999,5.411733670204037
Nevada,32,2016-12-01,1432746,1359608,73138,5.104742920238479,86188.8885,2.9522385020929143
New Hampshire,33,2016-12-01,748831,729719,19112,2.5522447655078384,28448.1333,2.1609750356076893
New Jersey,34,2016-12-01,4442300,4253063,189237,4.259887895909777,418590.355,4.734872442510821
New Mexico,35,2016-12-01,941005,883683,57322,6.091572308329924,161127.6782,7.874601318671588
New York,36,2016-12-01,9439099,9005990,433109,4.588457012687334,752140.2372,3.8399821609492917
North Carolina,37,2016-12-01,4859633,4627202,232431,4.7828920414360505,655341.2881,6.6616462810306425
North Dakota,38,2016-12-01,406370,394502,11868,2.920491177990501,27057.783300000003,3.5324167425085435
Ohio,39,2016-12-01,5717178,5430766,286412,5.009674353326064,600085.2405,5.23973346439268
Oklahoma,40,2016-12-01,1821736,1740365,81371,4.466673546551202,213169.8139,5.498068862224412
Oregon,41,2016-12-01,2048417,1966762,81655,3.986248893657883,113264.857,2.78734927626222
Pennsylvania,42,2016-12-01,6380336,6075449,304887,4.778541443585416,415200.71619999997,3.2896160346888204
Rhode Island,44,2016-12-01,552170,528444,23726,4.29686509589438,48651.7164,4.672224205205985
South Carolina,45,2016-12-01,2283307,2178179,105128,4.604199084923753,169561.025,3.4822478483110317
South Dakota,46,2016-12-01,451329,436283,15046,3.3337099986927496,34073.7581,4.029340056630777
Tennessee,47,2016-12-01,3132247,2993632,138615,4.42541728031027,374456.884,5.702855780964985
Texas,48,2016-12-01,13413038,12803258,609780,4.546173655811606,1306934.7828,4.743014633313693
Utah,49,2016-12-01,1522560,1476041,46519,3.0553147330811266,62814.2436,2.0753846200428026
Vermont,50,2016-12-01,343927,334168,9759,2.8375207529504807,24369.2052,3.9499170061413507
Virginia,51,2016-12-01,4235726,4074275,161451,3.8116488176997283,375427.1281,4.58329301046703
Washington,53,2016-12-01,3662627,3478635,183992,5.023498161292427,321755.77119999996,4.475421536877257
West Virginia,54,2016-12-01,769388,729841,39547,5.140059371864391,101591.5777,5.623646467052465
Wisconsin,55,2016-12-01,3103427,2997282,106145,3.4202512255000683,194025.3247,3.396648505619373
Wyoming,56,2016-12-01,294979,279848,15131,5.129517694479946,24106.8698,4.171402470686214
United States,00,2017-12-01,159658043,153387988,6270055,3.9271776618231504,12998445.441399999,4.058985938361199
Alabama,01,2017-12-01,2182191,2102222,79969,3.6646196414521004,224081.2601,4.68442063950045
Alaska,02,2017-12-01,352358,327869,24489,6.950033772470045,20883.700100000002,2.943672294508167
Arizona,04,2017-12-01,3347168,3196170,150998,4.511216646430654,249689.09769999998,3.5883137918724097
Arkansas,05,2017-12-01,1338735,1290274,48461,3.619909840259648,145329.2431,4.922154956292404
California,06,2017-12-01,19116861,18300736,816125,4.269137072242143,1594327.5558,4.1109660155920436
Colorado,08,2017-12-01,3016397,2931223,85174,2.82369993074519,241286.76659999997,4.337740277679565
Connecticut,09,2017-12-01,1872941,1797176,75765,4.045242215318048,138516.9756,3.971516717140415
Delaware,10,2017-12-01,478152,460202,17950,3.754036373370811,50117.6273,5.296872211250566
Florida,12,2017-12-01,10034395,9651698,382697,3.8138522551683485,831888.7300999999,4.029890944097832
Georgia,13,2017-12-01,5063482,4852076,211406,4.175111119186362,436407.5504,4.253268476415792
Hawaii,15,2017-12-01,678588,665243,13345,1.9665835529069184,35463.2052,2.589265388122172
Idaho,16,2017-12-01,840910,814976,25934,3.084039909146044,51821.588,3.058702246150708
Illinois,17,2017-12-01,6431206,6141340,289866,4.507179524338048,537709.8269,4.288966614473916
Indiana,18,2017-12-01,3316315,3212493,103822,3.1306435003912476,182466.6336,2.7827678928179647
Iowa,19,2017-12-01,1659650,1611487,48163,2.9019974090922784,56102.276099999995,1.8006500023858028
Kansas,20,2017-12-01,1469424,1423527,45897,3.1234687877699017,77401.3731,2.7421790899156555
Kentucky,21,2017-12-01,2043910,1963329,80581,3.9424925755047924,220812.8077,5.046288276067804
Louisiana,22,2017-12-01,2089859,2005205,84654,4.050703899162575,250529.7031,5.48419822829543
Maine,23,2017-12-01,691022,670571,20451,2.959529508467169,44172.5195,3.343591311270678
Maryland,24,2017-12-01,3193822,3067051,126771,3.9692568965959905,308640.8754,5.1863455553017985
Massachusetts,25,2017-12-01,3702772,3582126,120646,3.2582616483002464,284892.9697,4.204862438913215
Michigan,26,2017-12-01,4865058,4652606,212452,4.366895523136621,463978.0564,4.7192981167351284
Minnesota,27,2017-12-01,3053620,2954601,99019,3.2426759059738934,137609.0908,2.495336731243304
Mississippi,28,2017-12-01,1271483,1213632,57851,4.549883875757678,151850.486,5.235707401243112
Missouri,29,2017-12-01,3033528,2934841,98687,3.2532088050613015,233458.4768,3.881888855073985
Montana,30,2017-12-01,522105,501327,20778,3.979659263941161,29554.2818,2.8460448260358806
Nebraska,31,2017-12-01,1010184,983014,27170,2.689609021722775,96497.5706,5.098350564995217
Nevada,32,2017-12-01,1476962,1408105,68857,4.66206984336767,106993.55750000001,3.6185732693585466
New Hampshire,33,2017-12-01,753704,735691,18013,2.389930264400879,12869.938400000001,0.9778761512150247
New Jersey,34,2017-12-01,4412661,4229877,182784,4.142262457959041,222456.3107,2.514695809088249
New Mexico,35,2017-12-01,939319,891888,47431,5.049509272142903,101328.7633,4.9612716374953765
New York,36,2017-12-01,9425072,9010206,414866,4.401727647279512,924026.7886999999,4.7466640581672355
North Carolina,37,2017-12-01,4910718,4710825,199893,4.07054528482393,469743.2404,4.665764211780556
North Dakota,38,2017-12-01,401287,390461,10826,2.6978197649064137,18415.7448,2.4794841523410094
Ohio,39,2017-12-01,5729890,5479266,250624,4.3739757656778755,632433.5799,5.52986249613702
Oklahoma,40,2017-12-01,1837037,1767763,69274,3.770963785704915,119797.6043,3.100785525442329
Oregon,41,2017-12-01,2082284,2002060,80224,3.8526925241705743,92897.4104,2.242704887909368
Pennsylvania,42,2017-12-01,6357963,6084494,273469,4.301204646834214,380718.6178,3.0315340632678462
Rhode Island,44,2017-12-01,555115,532569,22546,4.0615007701106975,47457.0703,4.556109916632052
South Carolina,45,2017-12-01,2301810,2206723,95087,4.1309665002758695,195290.7919,3.959914788787449
South Dakota,46,2017-12-01,455121,439842,15279,3.3571292030031574,43456.7903,5.068018609252832
Tennessee,47,2017-12-01,3194486,3088760,105726,3.3096404241558735,318216.8343,4.798635062615935
Texas,48,2017-12-01,13655699,13130264,525435,3.847734195078553,1167048.3523,4.182188386380796
Utah,49,2017-12-01,1556683,1512103,44580,2.8637815149262886,69343.593,2.2356452114171295
Vermont,50,2017-12-01,345042,336645,8397,2.4336167770880066,14825.914499999999,2.4109959624623176
Virginia,51,2017-12-01,4281371,4146830,134541,3.142474688598582,233735.0994,2.8321096437196376
Washington,53,2017-12-01,3738936,3562032,176904,4.731399521147193,329777.5335,4.50325396582989
West Virginia,54,2017-12-01,772801,733322,39479,5.108559642132969,93257.9603,5.216913613027047
Wisconsin,55,2017-12-01,3107573,3024152,83421,2.684442167569354,262675.3023,4.587082736105547
Wyoming,56,2017-12-01,289708,278081,11627,4.0133513744874145,15645.0594,2.7309740220927123
United States,00,2018-12-01,161682809,155684011,5998798,3.7102262368536656,12226102.5769,3.7879359008594458
Alabama,01,2018-12-01,2230835,2153634,77201,3.460632453767311,305684.4403,6.366954525132005
Alaska,02,2018-12-01,345322,323677,21645,6.268062851483543,48389.8298,6.819474071682196
