area,fips,date_start,date_end,variable,code,response,n,pct
Santa Cruz County,06087,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,19316,8.8
Santa Cruz County,06087,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,3736,1.7
Shasta County,06089,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,9372,6.6
Shasta County,06089,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,1813,1.3
Sierra County,06091,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,146,5.7
Sierra County,06091,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,28,1.1
Siskiyou County,06093,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,2191,6.3
Siskiyou County,06093,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,424,1.2
Solano County,06095,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,25260,7.3
Solano County,06095,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,4886,1.4
Sonoma County,06097,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,30003,7.6
Sonoma County,06097,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,5804,1.5
Stanislaus County,06099,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,34064,8.5
Stanislaus County,06099,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,6589,1.6
Sutter County,06101,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,6891,9.6
Sutter County,06101,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,1333,1.9
Tehama County,06103,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,3058,6.2
Tehama County,06103,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,592,1.2
Trinity County,06105,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,464,4.5
Trinity County,06105,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,90,0.9
Tulare County,06107,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,31839,9.9
Tulare County,06107,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,6159,1.9
Tuolumne County,06109,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,3126,6.9
Tuolumne County,06109,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,605,1.3
Ventura County,06111,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,47924,7.4
Ventura County,06111,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,9270,1.4
Yolo County,06113,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,9892,5.7
Yolo County,06113,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,1913,1.1
Yuba County,06115,2020-05-14,2020-05-19,curfoodsuf,3,Sometimes not enough to eat,4010,7
Yuba County,06115,2020-05-14,2020-05-19,curfoodsuf,4,Often not enough to eat,776,1.4
Alameda County,06001,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,96236,7.3
Alameda County,06001,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,28343,2.1
Alpine County,06003,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,92,10.3
Alpine County,06003,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,27,3
Amador County,06005,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1757,5.2
Amador County,06005,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,517,1.5
Butte County,06007,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,12493,7.1
Butte County,06007,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,3679,2.1
Calaveras County,06009,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,2339,6.2
Calaveras County,06009,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,689,1.8
Colusa County,06011,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,2532,16.2
Colusa County,06011,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,746,4.8
Contra Costa County,06013,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,66412,7.5
Contra Costa County,06013,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,19559,2.2
Del Norte County,06015,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1061,4.9
Del Norte County,06015,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,312,1.4
El Dorado County,06017,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,11571,7.5
El Dorado County,06017,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,3408,2.2
Fresno County,06019,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,65425,9.2
Fresno County,06019,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,19269,2.7
Glenn County,06021,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1567,7.5
Glenn County,06021,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,462,2.2
Humboldt County,06023,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,7360,6.7
Humboldt County,06023,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2168,2
Imperial County,06025,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,17149,13.3
Imperial County,06025,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,5051,3.9
Inyo County,06027,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,958,6.6
Inyo County,06027,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,282,2
Kern County,06029,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,59694,9.4
Kern County,06029,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,17581,2.8
Kings County,06031,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,8392,7.5
Kings County,06031,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2471,2.2
Lake County,06033,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,3689,7.2
Lake County,06033,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,1087,2.1
Lassen County,06035,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,890,3.5
Lassen County,06035,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,262,1
Los Angeles County,06037,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,829194,10.6
Los Angeles County,06037,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,244210,3.1
Madera County,06039,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,8939,7.8
Madera County,06039,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2633,2.3
Marin County,06041,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,12243,5.9
Marin County,06041,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,3606,1.7
Mariposa County,06043,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1191,8.3
Mariposa County,06043,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,351,2.4
Mendocino County,06045,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,4725,6.9
Mendocino County,06045,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,1391,2
Merced County,06047,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,18680,9.6
Merced County,06047,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,5502,2.8
Modoc County,06049,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,372,5.2
Modoc County,06049,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,110,1.5
Mono County,06051,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1547,13.2
Mono County,06051,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,456,3.9
Monterey County,06053,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,35797,11.2
Monterey County,06053,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,10543,3.3
Napa County,06055,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,9876,9.1
Napa County,06055,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2909,2.7
Nevada County,06057,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,5587,6.8
Nevada County,06057,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,1645,2
Orange County,06059,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,181142,7.4
Orange County,06059,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,53349,2.2
Placer County,06061,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,20048,6.5
Placer County,06061,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,5904,1.9
Plumas County,06063,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,1207,7.7
Plumas County,06063,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,355,2.3
Riverside County,06065,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,144421,7.9
Riverside County,06065,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,42534,2.3
Sacramento County,06067,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,84965,7.2
Sacramento County,06067,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,25024,2.1
San Benito County,06069,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,5216,11.3
San Benito County,06069,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,1536,3.3
San Bernardino County,06071,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,108384,6.8
San Bernardino County,06071,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,31921,2
San Diego County,06073,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,197879,7.6
San Diego County,06073,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,58278,2.2
San Francisco County,06075,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,59328,7.8
San Francisco County,06075,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,17473,2.3
San Joaquin County,06077,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,49627,9
San Joaquin County,06077,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,14616,2.6
San Luis Obispo County,06079,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,15870,6.8
San Luis Obispo County,06079,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,4674,2
San Mateo County,06081,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,41852,6.9
San Mateo County,06081,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,12326,2
Santa Barbara County,06083,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,25267,7.3
Santa Barbara County,06083,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,7441,2.1
Santa Clara County,06085,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,101666,6.8
Santa Clara County,06085,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,29942,2
Santa Cruz County,06087,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,19796,9
Santa Cruz County,06087,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,5830,2.7
Shasta County,06089,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,9605,6.8
Shasta County,06089,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2829,2
Sierra County,06091,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,150,5.9
Sierra County,06091,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,44,1.7
Siskiyou County,06093,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,2245,6.5
Siskiyou County,06093,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,661,1.9
Solano County,06095,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,25888,7.5
Solano County,06095,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,7624,2.2
Sonoma County,06097,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,30749,7.8
Sonoma County,06097,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,9056,2.3
Stanislaus County,06099,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,34912,8.7
Stanislaus County,06099,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,10282,2.6
Sutter County,06101,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,7062,9.9
Sutter County,06101,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2080,2.9
Tehama County,06103,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,3134,6.3
Tehama County,06103,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,923,1.9
Trinity County,06105,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,476,4.7
Trinity County,06105,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,140,1.4
Tulare County,06107,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,32631,10.2
Tulare County,06107,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,9610,3
Tuolumne County,06109,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,3204,7.1
Tuolumne County,06109,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,944,2.1
Ventura County,06111,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,49116,7.6
Ventura County,06111,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,14465,2.2
Yolo County,06113,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,10138,5.8
Yolo County,06113,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,2986,1.7
Yuba County,06115,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,4109,7.2
Yuba County,06115,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,1210,2.1
Alameda County,06001,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,92040,7
Alameda County,06001,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,17799,1.3
Alpine County,06003,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,88,9.8
Alpine County,06003,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,17,1.9
Amador County,06005,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1680,5
Amador County,06005,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,325,1
Butte County,06007,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,11948,6.8
Butte County,06007,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,2310,1.3
Calaveras County,06009,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,2237,5.9
Calaveras County,06009,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,433,1.1
Colusa County,06011,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,2422,15.5
Colusa County,06011,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,468,3
Contra Costa County,06013,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,63516,7.2
Contra Costa County,06013,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,12283,1.4
Del Norte County,06015,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1014,4.7
Del Norte County,06015,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,196,0.9
El Dorado County,06017,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,11067,7.2
El Dorado County,06017,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,2140,1.4
Fresno County,06019,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,62572,8.8
Fresno County,06019,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,12100,1.7
Glenn County,06021,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1499,7.2
Glenn County,06021,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,290,1.4
Humboldt County,06023,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,7039,6.4
Humboldt County,06023,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1361,1.2
Imperial County,06025,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,16401,12.7
Imperial County,06025,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,3172,2.5
Inyo County,06027,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,916,6.4
Inyo County,06027,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,177,1.2
Kern County,06029,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,57091,9
Kern County,06029,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,11040,1.7
Kings County,06031,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,8026,7.2
Kings County,06031,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1552,1.4
Lake County,06033,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,3529,6.9
Lake County,06033,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,682,1.3
Lassen County,06035,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,851,3.3
Lassen County,06035,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,165,0.6
Los Angeles County,06037,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,793041,10.2
Los Angeles County,06037,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,153358,2
Madera County,06039,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,8549,7.5
Madera County,06039,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1653,1.5
Marin County,06041,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,11709,5.7
Marin County,06041,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,2264,1.1
Mariposa County,06043,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1139,7.9
Mariposa County,06043,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,220,1.5
Mendocino County,06045,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,4519,6.6
Mendocino County,06045,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,874,1.3
Merced County,06047,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,17865,9.2
Merced County,06047,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,3455,1.8
Modoc County,06049,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,356,5
Modoc County,06049,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,69,1
Mono County,06051,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1480,12.6
Mono County,06051,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,286,2.4
Monterey County,06053,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,34236,10.7
Monterey County,06053,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,6621,2.1
Napa County,06055,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,9445,8.7
Napa County,06055,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1827,1.7
Nevada County,06057,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,5343,6.5
Nevada County,06057,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1033,1.3
Orange County,06059,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,173244,7
Orange County,06059,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,33502,1.4
Placer County,06061,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,19174,6.2
Placer County,06061,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,3708,1.2
Plumas County,06063,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,1154,7.3
Plumas County,06063,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,223,1.4
Riverside County,06065,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,138124,7.5
Riverside County,06065,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,26710,1.5
Sacramento County,06067,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,81261,6.9
Sacramento County,06067,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,15714,1.3
San Benito County,06069,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,4989,10.8
San Benito County,06069,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,965,2.1
San Bernardino County,06071,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,103658,6.5
San Bernardino County,06071,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,20045,1.3
San Diego County,06073,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,189251,7.3
San Diego County,06073,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,36597,1.4
San Francisco County,06075,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,56741,7.4
San Francisco County,06075,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,10973,1.4
San Joaquin County,06077,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,47463,8.6
San Joaquin County,06077,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,9178,1.7
San Luis Obispo County,06079,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,15178,6.5
San Luis Obispo County,06079,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,2935,1.3
San Mateo County,06081,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,40027,6.6
San Mateo County,06081,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,7740,1.3
Santa Barbara County,06083,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,24165,7
Santa Barbara County,06083,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,4673,1.3
Santa Clara County,06085,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,97233,6.5
Santa Clara County,06085,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,18803,1.3
Santa Cruz County,06087,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,18933,8.6
Santa Cruz County,06087,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,3661,1.7
Shasta County,06089,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,9186,6.5
Shasta County,06089,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1776,1.3
Sierra County,06091,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,143,5.6
Sierra County,06091,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,28,1.1
Siskiyou County,06093,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,2148,6.2
Siskiyou County,06093,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,415,1.2
Solano County,06095,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,24759,7.1
Solano County,06095,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,4788,1.4
Sonoma County,06097,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,29408,7.4
Sonoma County,06097,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,5687,1.4
Stanislaus County,06099,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,33389,8.3
Stanislaus County,06099,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,6457,1.6
Sutter County,06101,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,6754,9.4
Sutter County,06101,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1306,1.8
Tehama County,06103,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,2998,6.1
Tehama County,06103,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,580,1.2
Trinity County,06105,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,455,4.5
Trinity County,06105,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,88,0.9
Tulare County,06107,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,31208,9.7
Tulare County,06107,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,6035,1.9
Tuolumne County,06109,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,3064,6.8
Tuolumne County,06109,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,592,1.3
Ventura County,06111,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,46975,7.3
Ventura County,06111,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,9084,1.4
Yolo County,06113,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,9696,5.6
Yolo County,06113,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,1875,1.1
Yuba County,06115,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,3930,6.9
Yuba County,06115,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,760,1.3
